system:index,CUENCA,FID_CUENCA,HECTARES,SUBCUENCA,VERTIENTE,mean,month,precip_mm,year
61_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,49.38875137402642,2.0,49.38875137402642,2005.0
62_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,130.9825686310595,3.0,130.9825686310595,2005.0
62_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,75.86638376881271,3.0,75.86638376881271,2005.0
62_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,60.23361140875347,3.0,60.23361140875347,2005.0
63_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,61.17519284519669,4.0,61.17519284519669,2005.0
63_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,31.02827388593748,4.0,31.02827388593748,2005.0
63_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,64.77219383280033,4.0,64.77219383280033,2005.0
64_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,132.9381204056511,5.0,132.9381204056511,2005.0
64_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,142.0718716007972,5.0,142.0718716007972,2005.0
64_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,150.19726227282206,5.0,150.19726227282206,2005.0
65_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,434.9197592163906,6.0,434.9197592163906,2005.0
65_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,411.6659270333688,6.0,411.6659270333688,2005.0
65_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,403.1757941863355,6.0,403.1757941863355,2005.0
66_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,386.119029220316,7.0,386.119029220316,2005.0
66_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,370.8560616447447,7.0,370.8560616447447,2005.0
66_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,422.6819774591847,7.0,422.6819774591847,2005.0
67_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,378.04517914739296,8.0,378.04517914739296,2005.0
67_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,337.9947193134875,8.0,337.9947193134875,2005.0
67_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,417.65816908037175,8.0,417.65816908037175,2005.0
68_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,334.75656669726646,9.0,334.75656669726646,2005.0
68_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,314.3169047601605,9.0,314.3169047601605,2005.0
68_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,391.14892973510416,9.0,391.14892973510416,2005.0
69_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,214.0834486438682,10.0,214.0834486438682,2005.0
69_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,209.46186410713287,10.0,209.46186410713287,2005.0
69_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,205.5944252698536,10.0,205.5944252698536,2005.0
70_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,94.78660289637376,11.0,94.78660289637376,2005.0
70_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,63.405794833597845,11.0,63.405794833597845,2005.0
70_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,179.98954817385933,11.0,179.98954817385933,2005.0
71_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,61.7329750041361,12.0,61.7329750041361,2005.0
71_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,27.759951682672234,12.0,27.759951682672234,2005.0
71_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,102.54959459732008,12.0,102.54959459732008,2005.0
72_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,215.50587418276956,1.0,215.50587418276956,2006.0
72_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,94.29731903742947,1.0,94.29731903742947,2006.0
72_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,224.50555330552788,1.0,224.50555330552788,2006.0
73_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,78.38550377504586,2.0,78.38550377504586,2006.0
73_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,40.62255186908076,2.0,40.62255186908076,2006.0
73_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,102.91169656098307,2.0,102.91169656098307,2006.0
74_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,73.44407271781124,3.0,73.44407271781124,2006.0
74_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,45.347536493549065,3.0,45.347536493549065,2006.0
74_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,85.79920037061906,3.0,85.79920037061906,2006.0
75_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,80.32902780076027,4.0,80.32902780076027,2006.0
75_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,63.92401177294568,4.0,63.92401177294568,2006.0
75_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,83.70189228480196,4.0,83.70189228480196,2006.0
76_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,224.4200957387629,5.0,224.4200957387629,2006.0
76_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,200.03805952290372,5.0,200.03805952290372,2006.0
76_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,164.83530419402342,5.0,164.83530419402342,2006.0
77_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,465.10124356919926,6.0,465.10124356919926,2006.0
77_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,421.6948681160603,6.0,421.6948681160603,2006.0
77_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,586.6045364999129,6.0,586.6045364999129,2006.0
78_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,353.84733808053136,7.0,353.84733808053136,2006.0
78_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,307.5585757514588,7.0,307.5585757514588,2006.0
78_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,553.7479798738708,7.0,553.7479798738708,2006.0
79_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,208.3314081293597,8.0,208.3314081293597,2006.0
79_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,191.35085424501835,8.0,191.35085424501835,2006.0
79_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,303.21756648809713,8.0,303.21756648809713,2006.0
80_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,236.42425054633532,9.0,236.42425054633532,2006.0
80_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,220.7499466281884,9.0,220.7499466281884,2006.0
80_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,270.82783822435533,9.0,270.82783822435533,2006.0
81_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,222.0940190749896,10.0,222.0940190749896,2006.0
81_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,171.19849303970753,10.0,171.19849303970753,2006.0
81_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,234.19862095283003,10.0,234.19862095283003,2006.0
82_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,115.746057494182,11.0,115.746057494182,2006.0
82_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,64.81390793320317,11.0,64.81390793320317,2006.0
82_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,195.08198509775923,11.0,195.08198509775923,2006.0
83_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,83.01671900449827,12.0,83.01671900449827,2006.0
83_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,43.83247418208855,12.0,43.83247418208855,2006.0
83_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,199.915583650374,12.0,199.915583650374,2006.0
84_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,107.3829615818726,1.0,107.3829615818726,2007.0
84_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,48.513821427119794,1.0,48.513821427119794,2007.0
84_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,186.19338896757696,1.0,186.19338896757696,2007.0
85_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,35.833197784602,2.0,35.833197784602,2007.0
85_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,20.5545627071023,2.0,20.5545627071023,2007.0
85_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,50.7390695994832,2.0,50.7390695994832,2007.0
86_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,79.32428712234393,3.0,79.32428712234393,2007.0
86_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,49.84228825324622,3.0,49.84228825324622,2007.0
86_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,80.0656033259631,3.0,80.0656033259631,2007.0
87_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,45.48733090304776,4.0,45.48733090304776,2007.0
87_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,37.15677074946387,4.0,37.15677074946387,2007.0
87_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,51.31900133438612,4.0,51.31900133438612,2007.0
88_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,69.31389979272416,5.0,69.31389979272416,2007.0
88_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,79.9864592237208,5.0,79.9864592237208,2007.0
88_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,43.15543343442986,5.0,43.15543343442986,2007.0
89_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,321.54511447643443,6.0,321.54511447643443,2007.0
89_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,305.15689241382864,6.0,305.15689241382864,2007.0
89_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,245.17598251577476,6.0,245.17598251577476,2007.0
90_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,298.82820163321213,7.0,298.82820163321213,2007.0
90_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,293.7744181526581,7.0,293.7744181526581,2007.0
90_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,362.51696111736567,7.0,362.51696111736567,2007.0
91_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,402.39379221555686,8.0,402.39379221555686,2007.0
91_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,339.6378219044203,8.0,339.6378219044203,2007.0
91_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,400.1777636345352,8.0,400.1777636345352,2007.0
92_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,331.06527645246126,9.0,331.06527645246126,2007.0
92_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,333.1672533415013,9.0,333.1672533415013,2007.0
92_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,379.5003730825062,9.0,379.5003730825062,2007.0
93_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,296.1668781358323,10.0,296.1668781358323,2007.0
93_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,229.48548517402045,10.0,229.48548517402045,2007.0
93_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,205.52573180812144,10.0,205.52573180812144,2007.0
94_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,154.13478052601744,11.0,154.13478052601744,2007.0
94_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,94.7844187773333,11.0,94.7844187773333,2007.0
94_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,172.66240393098886,11.0,172.66240393098886,2007.0
95_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,34.721126809013825,12.0,34.721126809013825,2007.0
95_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,22.23489529096305,12.0,22.23489529096305,2007.0
95_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,62.53615719430202,12.0,62.53615719430202,2007.0
96_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,88.57903261898063,1.0,88.57903261898063,2008.0
96_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,36.250103989824616,1.0,36.250103989824616,2008.0
96_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,114.60712690873171,1.0,114.60712690873171,2008.0
97_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,48.98902924717584,2.0,48.98902924717584,2008.0
97_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,28.27276385777325,2.0,28.27276385777325,2008.0
97_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,73.30019612462698,2.0,73.30019612462698,2008.0
98_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,82.19332462559652,3.0,82.19332462559652,2008.0
98_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,47.30904397808802,3.0,47.30904397808802,2008.0
98_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,59.23075449908116,3.0,59.23075449908116,2008.0
99_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,58.7991136840762,4.0,58.7991136840762,2008.0
99_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,48.53336661516659,4.0,48.53336661516659,2008.0
99_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,55.94231303593704,4.0,55.94231303593704,2008.0
100_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,165.42656965011855,5.0,165.42656965011855,2008.0
100_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,134.38286714448267,5.0,134.38286714448267,2008.0
100_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,185.25274195964352,5.0,185.25274195964352,2008.0
101_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,285.4136063525464,6.0,285.4136063525464,2008.0
101_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,274.2541033491537,6.0,274.2541033491537,2008.0
101_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,369.7409760599332,6.0,369.7409760599332,2008.0
102_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,744.651111639366,7.0,744.651111639366,2008.0
102_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,769.1761921623456,7.0,769.1761921623456,2008.0
102_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,691.588722693777,7.0,691.588722693777,2008.0
103_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,294.270868234416,8.0,294.270868234416,2008.0
103_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,275.8145196754802,8.0,275.8145196754802,2008.0
103_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,310.2548646673067,8.0,310.2548646673067,2008.0
104_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,387.2037489291622,9.0,387.2037489291622,2008.0
104_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,398.58882922535486,9.0,398.58882922535486,2008.0
104_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,410.2930321106864,9.0,410.2930321106864,2008.0
105_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,305.5239151843697,10.0,305.5239151843697,2008.0
105_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,259.52193886766,10.0,259.52193886766,2008.0
105_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,347.5814034787124,10.0,347.5814034787124,2008.0
106_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,44.49621742209075,11.0,44.49621742209075,2008.0
106_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,30.31724587037725,11.0,30.31724587037725,2008.0
106_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,71.74883706718182,11.0,71.74883706718182,2008.0
107_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,61.71578669112791,12.0,61.71578669112791,2008.0
107_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,36.77065449609739,12.0,36.77065449609739,2008.0
107_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,119.50004947098542,12.0,119.50004947098542,2008.0
108_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,101.19595919407652,1.0,101.19595919407652,2009.0
108_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,45.625701971841686,1.0,45.625701971841686,2009.0
108_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,141.9470922341672,1.0,141.9470922341672,2009.0
109_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,55.66464287743506,2.0,55.66464287743506,2009.0
109_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,32.752385022879075,2.0,32.752385022879075,2009.0
109_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,106.74403146153624,2.0,106.74403146153624,2009.0
110_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,26.340625113814685,3.0,26.340625113814685,2009.0
110_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,17.69097782962011,3.0,17.69097782962011,2009.0
110_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,42.27554123826407,3.0,42.27554123826407,2009.0
111_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,43.30145873815931,4.0,43.30145873815931,2009.0
111_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,31.4454031209542,4.0,31.4454031209542,2009.0
111_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,57.51839035373486,4.0,57.51839035373486,2009.0
112_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,190.8855390625454,5.0,190.8855390625454,2009.0
112_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,202.83529859826407,5.0,202.83529859826407,2009.0
112_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,175.51134755991208,5.0,175.51134755991208,2009.0
113_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,258.6394783611133,6.0,258.6394783611133,2009.0
113_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,260.74025866742915,6.0,260.74025866742915,2009.0
113_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,200.3338383760716,6.0,200.3338383760716,2009.0
114_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,311.4429889746106,7.0,311.4429889746106,2009.0
114_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,310.1236191578899,7.0,310.1236191578899,2009.0
114_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,473.5290689593886,7.0,473.5290689593886,2009.0
115_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,239.53412712403124,8.0,239.53412712403124,2009.0
115_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,232.0649283568206,8.0,232.0649283568206,2009.0
115_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,420.4725236893634,8.0,420.4725236893634,2009.0
116_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,202.20520119295657,9.0,202.20520119295657,2009.0
116_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,212.2920077296048,9.0,212.2920077296048,2009.0
116_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,232.84691610686616,9.0,232.84691610686616,2009.0
117_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,108.30271658802369,10.0,108.30271658802369,2009.0
117_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,111.54379344681728,10.0,111.54379344681728,2009.0
117_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,137.07547476454937,10.0,137.07547476454937,2009.0
118_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,139.99271486207437,11.0,139.99271486207437,2009.0
118_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,92.61712201080938,11.0,92.61712201080938,2009.0
118_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,110.06477481254436,11.0,110.06477481254436,2009.0
119_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,104.40421776946756,12.0,104.40421776946756,2009.0
119_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,64.42175661226648,12.0,64.42175661226648,2009.0
119_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,120.68217225475776,12.0,120.68217225475776,2009.0
120_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,61.687821500025095,1.0,61.687821500025095,2010.0
120_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,30.640861575633345,1.0,30.640861575633345,2010.0
120_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,129.29816975402412,1.0,129.29816975402412,2010.0
121_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,38.328902524571184,2.0,38.328902524571184,2010.0
121_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,21.535261047775,2.0,21.535261047775,2010.0
121_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,53.190352026421344,2.0,53.190352026421344,2010.0
122_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,27.1236671245853,3.0,27.1236671245853,2010.0
122_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,20.07373082658402,3.0,20.07373082658402,2010.0
122_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,25.14780966928072,3.0,25.14780966928072,2010.0
123_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,115.44639450757352,4.0,115.44639450757352,2010.0
123_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,98.94998510596864,4.0,98.94998510596864,2010.0
123_00000000000000000002,Cahabón-Polochic-Lago Izabal,14,241661.117,Izabal-Río Dulce,Caribe,105.13639475887427,4.0,105.13639475887427,2010.0
124_00000000000000000000,Cahabón-Polochic-Lago Izabal,0,241873.689,Cahabón,Caribe,321.9321590555233,5.0,321.9321590555233,2010.0
124_00000000000000000001,Cahabón-Polochic-Lago Izabal,1,315933.541,Polochic,Caribe,309.49076232100145,5.0,309.49076232100145,2010.0
